AID,GID,NID,CONTRIBUTOR
15448,318,1376,"NNP GZC Car '11WHITE', Person 'A'"
15491,319,1376,"NNP GZC Car '11WHITE', Person 'A'"
15504,320,1825,"NNP GZC Car '11WHITE', Person 'A'"
15473,322,1825,"NNP GZC Car '11WHITE', Person 'A'"
15476,323,1376,"NNP GZC Car '11WHITE', Person 'A'"
15572,324,992,"NNP GZC Car '11WHITE', Person 'A'"
15512,325,987,"NNP GZC Car '11WHITE', Person 'A'"
15566,328,1042,"NNP GZC Car '11WHITE', Person 'A'"
15477,329,1278,"NNP GZC Car '11WHITE', Person 'A'"
15523,330,1042,"NNP GZC Car '11WHITE', Person 'A'"
15439,331,1688,"NNP GZC Car '11WHITE', Person 'A'"
9164,346,172,"NNP GZC Car '12WHITE', Person 'A'"
13275,349,1766,"NNP GZC Car '12WHITE', Person 'A'"
13267,350,1761,"NNP GZC Car '12WHITE', Person 'A'"
13297,356,1763,"NNP GZC Car '12WHITE', Person 'A'"
13288,358,1764,"NNP GZC Car '12WHITE', Person 'A'"
13310,360,1269,"NNP GZC Car '12WHITE', Person 'A'"
13278,362,1175,"NNP GZC Car '12WHITE', Person 'A'"
9165,365,148,"NNP GZC Car '12WHITE', Person 'A'"
13301,366,995,"NNP GZC Car '12WHITE', Person 'A'"
13302,366,1027,"NNP GZC Car '12WHITE', Person 'A'"
13273,367,1206,"NNP GZC Car '12WHITE', Person 'A'"
13280,368,1027,"NNP GZC Car '12WHITE', Person 'A'"
9168,370,23,"NNP GZC Car '12WHITE', Person 'A'"
13283,374,1755,"NNP GZC Car '12WHITE', Person 'A'"
13284,374,1765,"NNP GZC Car '12WHITE', Person 'A'"
13319,375,1759,"NNP GZC Car '12WHITE', Person 'A'"
13317,377,1306,"NNP GZC Car '12WHITE', Person 'A'"
13325,378,1137,"NNP GZC Car '12WHITE', Person 'A'"
13281,380,1716,"NNP GZC Car '12WHITE', Person 'A'"
13321,381,1760,"NNP GZC Car '12WHITE', Person 'A'"
13320,384,1754,"NNP GZC Car '12WHITE', Person 'A'"
13324,386,1757,"NNP GZC Car '12WHITE', Person 'A'"
13299,388,1753,"NNP GZC Car '12WHITE', Person 'A'"
13279,390,984,"NNP GZC Car '12WHITE', Person 'A'"
13268,391,1758,"NNP GZC Car '12WHITE', Person 'A'"
13315,392,1283,"NNP GZC Car '12WHITE', Person 'A'"
13295,394,1762,"NNP GZC Car '12WHITE', Person 'A'"
13298,395,1756,"NNP GZC Car '12WHITE', Person 'A'"
13272,399,1168,"NNP GZC Car '12WHITE', Person 'A'"
13304,406,953,"NNP GZC Car '12WHITE', Person 'A'"
13294,407,365,"NNP GZC Car '12WHITE', Person 'A'"
16095,410,1853,"NNP GZC Car '13WHITE', Person 'A'"
15416,430,1852,"NNP GZC Car '13WHITE', Person 'A'"
9345,435,60,"NNP GZC Car '13WHITE', Person 'A'"
9343,436,60,"NNP GZC Car '13WHITE', Person 'A'"
9350,437,60,"NNP GZC Car '13WHITE', Person 'A'"
9370,440,132,"NNP GZC Car '13WHITE', Person 'A'"
9379,443,74,"NNP GZC Car '13WHITE', Person 'A'"
9351,444,74,"NNP GZC Car '13WHITE', Person 'A'"
9377,445,74,"NNP GZC Car '13WHITE', Person 'A'"
9357,446,146,"NNP GZC Car '13WHITE', Person 'A'"
9368,447,225,"NNP GZC Car '13WHITE', Person 'A'"
9401,448,146,"NNP GZC Car '13WHITE', Person 'A'"
16148,450,1179,"NNP GZC Car '13WHITE', Person 'A'"
15999,451,1179,"NNP GZC Car '13WHITE', Person 'A'"
16060,456,1157,"NNP GZC Car '13WHITE', Person 'A'"
16025,459,1158,"NNP GZC Car '13WHITE', Person 'A'"
15994,460,1148,"NNP GZC Car '13WHITE', Person 'A'"
15944,461,1175,"NNP GZC Car '13WHITE', Person 'A'"
15411,462,1837,"NNP GZC Car '13WHITE', Person 'A'"
15988,463,1269,"NNP GZC Car '13WHITE', Person 'A'"
15989,463,1148,"NNP GZC Car '13WHITE', Person 'A'"
15992,463,1175,"NNP GZC Car '13WHITE', Person 'A'"
16030,465,1269,"NNP GZC Car '13WHITE', Person 'A'"
9378,495,60,"NNP GZC Car '13WHITE', Person 'B'"
9393,499,60,"NNP GZC Car '13WHITE', Person 'B'"
9391,500,60,"NNP GZC Car '13WHITE', Person 'B'"
9392,508,132,"NNP GZC Car '13WHITE', Person 'B'"
9353,509,132,"NNP GZC Car '13WHITE', Person 'B'"
9352,511,132,"NNP GZC Car '13WHITE', Person 'B'"
9388,512,132,"NNP GZC Car '13WHITE', Person 'B'"
9376,514,74,"NNP GZC Car '13WHITE', Person 'B'"
9361,515,74,"NNP GZC Car '13WHITE', Person 'B'"
9394,517,146,"NNP GZC Car '13WHITE', Person 'B'"
9365,518,225,"NNP GZC Car '13WHITE', Person 'B'"
9346,519,146,"NNP GZC Car '13WHITE', Person 'B'"
9359,520,9,"NNP GZC Car '13WHITE', Person 'B'"
9363,521,9,"NNP GZC Car '13WHITE', Person 'B'"
15402,524,1179,"NNP GZC Car '13WHITE', Person 'B'"
15410,529,1157,"NNP GZC Car '13WHITE', Person 'B'"
16022,530,1158,"NNP GZC Car '13WHITE', Person 'B'"
15384,531,1157,"NNP GZC Car '13WHITE', Person 'B'"
15387,532,1157,"NNP GZC Car '13WHITE', Person 'B'"
15405,534,1158,"NNP GZC Car '13WHITE', Person 'B'"
15995,535,1148,"NNP GZC Car '13WHITE', Person 'B'"
15955,536,1148,"NNP GZC Car '13WHITE', Person 'B'"
16070,537,1175,"NNP GZC Car '13WHITE', Person 'B'"
15934,538,1837,"NNP GZC Car '13WHITE', Person 'B'"
16132,539,1175,"NNP GZC Car '13WHITE', Person 'B'"
16133,539,1148,"NNP GZC Car '13WHITE', Person 'B'"
16124,540,1175,"NNP GZC Car '13WHITE', Person 'B'"
16075,541,1269,"NNP GZC Car '13WHITE', Person 'B'"
16137,544,1148,"NNP GZC Car '13WHITE', Person 'B'"
16159,545,1148,"NNP GZC Car '13WHITE', Person 'B'"
16191,547,290,"NNP GZC Car '13WHITE', Person 'B'"
15409,553,985,"NNP GZC Car '13WHITE', Person 'B'"
15957,554,985,"NNP GZC Car '13WHITE', Person 'B'"
16055,558,1828,"NNP GZC Car '13WHITE', Person 'B'"
16103,559,1151,"NNP GZC Car '13WHITE', Person 'B'"
16011,562,1815,"NNP GZC Car '13WHITE', Person 'B'"
15390,564,1855,"NNP GZC Car '13WHITE', Person 'B'"
15397,565,1820,"NNP GZC Car '13WHITE', Person 'B'"
16039,566,1820,"NNP GZC Car '13WHITE', Person 'B'"
16053,567,1840,"NNP GZC Car '13WHITE', Person 'B'"
16017,568,1840,"NNP GZC Car '13WHITE', Person 'B'"
16014,569,1820,"NNP GZC Car '13WHITE', Person 'B'"
15998,570,1848,"NNP GZC Car '13WHITE', Person 'B'"
16041,574,1832,"NNP GZC Car '13WHITE', Person 'B'"
16127,575,1146,"NNP GZC Car '13WHITE', Person 'B'"
15965,582,1838,"NNP GZC Car '13WHITE', Person 'B'"
15974,583,1838,"NNP GZC Car '13WHITE', Person 'B'"
16038,589,1851,"NNP GZC Car '13WHITE', Person 'B'"
15382,593,1854,"NNP GZC Car '13WHITE', Person 'B'"
16117,594,2036,"NNP GZC Car '13WHITE', Person 'B'"
15421,595,1849,"NNP GZC Car '13WHITE', Person 'B'"
15393,605,1850,"NNP GZC Car '13WHITE', Person 'B'"
16081,606,935,"NNP GZC Car '13WHITE', Person 'B'"
16147,607,1843,"NNP GZC Car '13WHITE', Person 'B'"
16001,608,1843,"NNP GZC Car '13WHITE', Person 'B'"
16002,608,935,"NNP GZC Car '13WHITE', Person 'B'"
15933,609,934,"NNP GZC Car '13WHITE', Person 'B'"
15931,620,1841,"NNP GZC Car '13WHITE', Person 'B'"
15932,620,1839,"NNP GZC Car '13WHITE', Person 'B'"
16122,621,1839,"NNP GZC Car '13WHITE', Person 'B'"
16047,622,1841,"NNP GZC Car '13WHITE', Person 'B'"
15969,624,1839,"NNP GZC Car '13WHITE', Person 'B'"
16165,635,1847,"NNP GZC Car '13WHITE', Person 'B'"
16090,637,1844,"NNP GZC Car '13WHITE', Person 'B'"
16185,638,1845,"NNP GZC Car '13WHITE', Person 'B'"
14131,658,1481,"NNP GZC Car '14WHITE', Person 'A'"
14112,659,1481,"NNP GZC Car '14WHITE', Person 'A'"
14205,664,1482,"NNP GZC Car '14WHITE', Person 'A'"
14165,665,1482,"NNP GZC Car '14WHITE', Person 'A'"
14108,694,1478,"NNP GZC Car '14WHITE', Person 'A'"
14119,695,1478,"NNP GZC Car '14WHITE', Person 'A'"
14159,696,542,"NNP GZC Car '14WHITE', Person 'A'"
14160,696,1477,"NNP GZC Car '14WHITE', Person 'A'"
14215,697,542,"NNP GZC Car '14WHITE', Person 'A'"
14216,697,1477,"NNP GZC Car '14WHITE', Person 'A'"
14111,698,543,"NNP GZC Car '14WHITE', Person 'A'"
14098,699,542,"NNP GZC Car '14WHITE', Person 'A'"
14179,700,585,"NNP GZC Car '14WHITE', Person 'A'"
14123,701,1995,"NNP GZC Car '14WHITE', Person 'A'"
14192,702,1971,"NNP GZC Car '14WHITE', Person 'A'"
14193,702,1995,"NNP GZC Car '14WHITE', Person 'A'"
14151,703,1913,"NNP GZC Car '14WHITE', Person 'A'"
14113,704,1720,"NNP GZC Car '14WHITE', Person 'A'"
14203,705,585,"NNP GZC Car '14WHITE', Person 'A'"
14208,706,1912,"NNP GZC Car '14WHITE', Person 'A'"
14196,707,1971,"NNP GZC Car '14WHITE', Person 'A'"
14093,708,1916,"NNP GZC Car '14WHITE', Person 'A'"
14198,709,1802,"NNP GZC Car '14WHITE', Person 'A'"
14121,710,1720,"NNP GZC Car '14WHITE', Person 'A'"
14201,711,1720,"NNP GZC Car '14WHITE', Person 'A'"
14184,712,405,"NNP GZC Car '14WHITE', Person 'A'"
14233,713,1624,"NNP GZC Car '14WHITE', Person 'A'"
14248,714,1485,"NNP GZC Car '14WHITE', Person 'A'"
14128,715,1484,"NNP GZC Car '14WHITE', Person 'A'"
14097,716,1911,"NNP GZC Car '14WHITE', Person 'A'"
14117,717,1911,"NNP GZC Car '14WHITE', Person 'A'"
14187,718,1809,"NNP GZC Car '14WHITE', Person 'A'"
14231,719,1721,"NNP GZC Car '14WHITE', Person 'A'"
14139,720,1923,"NNP GZC Car '14WHITE', Person 'A'"
14163,721,1721,"NNP GZC Car '14WHITE', Person 'A'"
14138,722,1479,"NNP GZC Car '14WHITE', Person 'A'"
14118,723,1561,"NNP GZC Car '14WHITE', Person 'A'"
14157,724,1479,"NNP GZC Car '14WHITE', Person 'A'"
14158,725,1539,"NNP GZC Car '14WHITE', Person 'A'"
14222,727,1686,"NNP GZC Car '14WHITE', Person 'A'"
14099,728,1540,"NNP GZC Car '14WHITE', Person 'A'"
14172,729,1921,"NNP GZC Car '14WHITE', Person 'A'"
14250,730,1799,"NNP GZC Car '14WHITE', Person 'A'"
14190,731,380,"NNP GZC Car '14WHITE', Person 'A'"
14227,732,404,"NNP GZC Car '14WHITE', Person 'A'"
14150,733,1540,"NNP GZC Car '14WHITE', Person 'A'"
14153,734,1686,"NNP GZC Car '14WHITE', Person 'A'"
14133,735,404,"NNP GZC Car '14WHITE', Person 'A'"
14147,736,378,"NNP GZC Car '14WHITE', Person 'A'"
14130,737,395,"NNP GZC Car '14WHITE', Person 'A'"
14236,738,1508,"NNP GZC Car '14WHITE', Person 'A'"
14161,739,1921,"NNP GZC Car '14WHITE', Person 'A'"
14182,740,1483,"NNP GZC Car '14WHITE', Person 'A'"
14241,741,1483,"NNP GZC Car '14WHITE', Person 'A'"
14166,744,1915,"NNP GZC Car '14WHITE', Person 'A'"
14186,745,1697,"NNP GZC Car '14WHITE', Person 'A'"
14156,746,741,"NNP GZC Car '14WHITE', Person 'A'"
14110,747,1527,"NNP GZC Car '14WHITE', Person 'A'"
14135,748,1532,"NNP GZC Car '14WHITE', Person 'A'"
14202,749,1551,"NNP GZC Car '14WHITE', Person 'A'"
14251,750,1550,"NNP GZC Car '14WHITE', Person 'A'"
14141,752,1480,"NNP GZC Car '14WHITE', Person 'A'"
14225,753,1694,"NNP GZC Car '14WHITE', Person 'A'"
14146,754,1694,"NNP GZC Car '14WHITE', Person 'A'"
14154,755,1480,"NNP GZC Car '14WHITE', Person 'A'"
14176,756,1694,"NNP GZC Car '14WHITE', Person 'A'"
14189,757,1924,"NNP GZC Car '14WHITE', Person 'A'"
14127,758,717,"NNP GZC Car '14WHITE', Person 'A'"
14214,759,667,"NNP GZC Car '14WHITE', Person 'A'"
14095,761,681,"NNP GZC Car '14WHITE', Person 'A'"
14221,762,1551,"NNP GZC Car '14WHITE', Person 'A'"
14173,763,717,"NNP GZC Car '14WHITE', Person 'A'"
14107,764,1638,"NNP GZC Car '14WHITE', Person 'A'"
14219,765,1550,"NNP GZC Car '14WHITE', Person 'A'"
14180,766,1514,"NNP GZC Car '14WHITE', Person 'A'"
14234,767,2165,"NNP GZC Car '14WHITE', Person 'A'"
14235,767,1846,"NNP GZC Car '14WHITE', Person 'A'"
14102,768,1846,"NNP GZC Car '14WHITE', Person 'A'"
14199,769,1552,"NNP GZC Car '14WHITE', Person 'A'"
14169,770,1502,"NNP GZC Car '14WHITE', Person 'A'"
14142,771,1856,"NNP GZC Car '14WHITE', Person 'A'"
14124,772,1502,"NNP GZC Car '14WHITE', Person 'A'"
14125,772,1563,"NNP GZC Car '14WHITE', Person 'A'"
14171,773,1563,"NNP GZC Car '14WHITE', Person 'A'"
14220,774,1715,"NNP GZC Car '14WHITE', Person 'A'"
14104,775,1803,"NNP GZC Car '14WHITE', Person 'A'"
14164,776,1552,"NNP GZC Car '14WHITE', Person 'A'"
14143,777,727,"NNP GZC Car '14WHITE', Person 'A'"
14126,779,717,"NNP GZC Car '14WHITE', Person 'A'"
14211,780,1856,"NNP GZC Car '14WHITE', Person 'A'"
14230,781,1856,"NNP GZC Car '14WHITE', Person 'A'"
14152,782,1556,"NNP GZC Car '14WHITE', Person 'A'"
14213,783,1559,"NNP GZC Car '14WHITE', Person 'A'"
14175,784,1639,"NNP GZC Car '14WHITE', Person 'A'"
14148,785,1534,"NNP GZC Car '14WHITE', Person 'A'"
14096,786,1521,"NNP GZC Car '14WHITE', Person 'A'"
14226,787,1558,"NNP GZC Car '14WHITE', Person 'A'"
14178,788,1558,"NNP GZC Car '14WHITE', Person 'A'"
14129,789,1535,"NNP GZC Car '14WHITE', Person 'A'"
14122,790,1922,"NNP GZC Car '14WHITE', Person 'A'"
14212,791,1694,"NNP GZC Car '14WHITE', Person 'A'"
14207,792,1914,"NNP GZC Car '14WHITE', Person 'A'"
14094,793,1495,"NNP GZC Car '14WHITE', Person 'A'"
14170,794,1985,"NNP GZC Car '14WHITE', Person 'A'"
14105,795,1499,"NNP GZC Car '14WHITE', Person 'A'"
14106,796,1928,"NNP GZC Car '14WHITE', Person 'A'"
14132,797,1804,"NNP GZC Car '14WHITE', Person 'A'"
14249,798,890,"NNP GZC Car '14WHITE', Person 'A'"
14167,799,2169,"NNP GZC Car '14WHITE', Person 'A'"
14162,800,1623,"NNP GZC Car '14WHITE', Person 'A'"
15866,812,1645,"NNP GZC Car '15WHITE', Person 'A'"
15619,814,1655,"NNP GZC Car '15WHITE', Person 'A'"
15620,814,1644,"NNP GZC Car '15WHITE', Person 'A'"
15594,815,1644,"NNP GZC Car '15WHITE', Person 'A'"
15632,816,1644,"NNP GZC Car '15WHITE', Person 'A'"
15882,817,1770,"NNP GZC Car '15WHITE', Person 'A'"
15667,818,1770,"NNP GZC Car '15WHITE', Person 'A'"
15646,819,1651,"NNP GZC Car '15WHITE', Person 'A'"
15647,819,1655,"NNP GZC Car '15WHITE', Person 'A'"
15642,821,1655,"NNP GZC Car '15WHITE', Person 'A'"
15643,821,1651,"NNP GZC Car '15WHITE', Person 'A'"
15669,822,1651,"NNP GZC Car '15WHITE', Person 'A'"
15670,822,1655,"NNP GZC Car '15WHITE', Person 'A'"
15671,822,1450,"NNP GZC Car '15WHITE', Person 'A'"
15635,823,1651,"NNP GZC Car '15WHITE', Person 'A'"
15636,823,1655,"NNP GZC Car '15WHITE', Person 'A'"
15637,823,1450,"NNP GZC Car '15WHITE', Person 'A'"
15603,824,1655,"NNP GZC Car '15WHITE', Person 'A'"
15591,825,1655,"NNP GZC Car '15WHITE', Person 'A'"
15592,825,1770,"NNP GZC Car '15WHITE', Person 'A'"
15598,826,1655,"NNP GZC Car '15WHITE', Person 'A'"
15599,826,1651,"NNP GZC Car '15WHITE', Person 'A'"
15663,827,1651,"NNP GZC Car '15WHITE', Person 'A'"
15664,827,1655,"NNP GZC Car '15WHITE', Person 'A'"
15628,828,1655,"NNP GZC Car '15WHITE', Person 'A'"
15629,828,1450,"NNP GZC Car '15WHITE', Person 'A'"
15630,828,1651,"NNP GZC Car '15WHITE', Person 'A'"
15891,829,1655,"NNP GZC Car '15WHITE', Person 'A'"
15892,829,1651,"NNP GZC Car '15WHITE', Person 'A'"
15903,831,1655,"NNP GZC Car '15WHITE', Person 'A'"
15905,831,1450,"NNP GZC Car '15WHITE', Person 'A'"
9475,836,273,"NNP GZC Car '15WHITE', Person 'A'"
9429,837,273,"NNP GZC Car '15WHITE', Person 'A'"
9537,838,273,"NNP GZC Car '15WHITE', Person 'A'"
9437,839,273,"NNP GZC Car '15WHITE', Person 'A'"
9481,840,273,"NNP GZC Car '15WHITE', Person 'A'"
9538,841,273,"NNP GZC Car '15WHITE', Person 'A'"
15862,843,790,"NNP GZC Car '15WHITE', Person 'A'"
15611,846,792,"NNP GZC Car '15WHITE', Person 'A'"
15673,847,792,"NNP GZC Car '15WHITE', Person 'A'"
15605,849,792,"NNP GZC Car '15WHITE', Person 'A'"
15868,864,1654,"NNP GZC Car '15WHITE', Person 'A'"
15864,867,1654,"NNP GZC Car '15WHITE', Person 'A'"
15865,867,1642,"NNP GZC Car '15WHITE', Person 'A'"
15893,868,1642,"NNP GZC Car '15WHITE', Person 'A'"
15665,869,1654,"NNP GZC Car '15WHITE', Person 'A'"
15662,870,1656,"NNP GZC Car '15WHITE', Person 'A'"
15873,871,1656,"NNP GZC Car '15WHITE', Person 'A'"
15625,875,1648,"NNP GZC Car '15WHITE', Person 'A'"
15655,876,1648,"NNP GZC Car '15WHITE', Person 'A'"
15597,877,1658,"NNP GZC Car '15WHITE', Person 'A'"
15654,878,1658,"NNP GZC Car '15WHITE', Person 'A'"
15879,881,1652,"NNP GZC Car '15WHITE', Person 'A'"
15880,881,1650,"NNP GZC Car '15WHITE', Person 'A'"
15660,882,1652,"NNP GZC Car '15WHITE', Person 'A'"
